PriceTomorow,Open,High,Low,Vol.,Change,Date,Price
283.60,268.60,272.30,265.10,48.39,0.0019,9-Jul-15,
269.10,266.20,273.60,263.20,45.29,0.0091,8-Jul-15,
268.60,269.10,271.30,263.20,41.61,-0.0107,7-Jul-15,
266.20,270.10,277.50,266.50,90.58,-0.0039,6-Jul-15,
269.10,260.50,274.10,257.60,48.45,0.0368,5-Jul-15,
270.10,255.40,261.10,253.40,32.95,0.0202,4-Jul-15,
260.50,254.90,256.70,252.40,36.58,0.0020,3-Jul-15,
255.40,257.60,261.30,253.10,45.01,-0.0106,2-Jul-15,
254.90,264.10,265.00,254.40,66.94,-0.0246,1-Jul-15,
257.60,257.00,268.70,255.40,116.53,0.0278,30-Jun-15,
264.10,248.90,257.50,248.00,92.64,0.0325,29-Jun-15,
257.00,250.70,251.60,246.60,39.89,-0.0074,28-Jun-15,
248.90,242.90,251.60,241.80,54.70,0.0320,27-Jun-15,
250.70,242.60,243.50,240.10,37.62,0.0016,26-Jun-15,
242.90,240.60,243.60,239.30,40.36,0.0083,25-Jun-15,
242.60,243.80,244.50,239.10,47.11,-0.0131,24-Jun-15,
240.60,247.50,247.70,242.30,38.43,-0.0150,23-Jun-15,
243.80,244.10,248.60,243.20,47.59,0.0138,22-Jun-15,
247.50,245.00,246.00,240.90,25.15,-0.0036,21-Jun-15,
244.10,244.10,246.60,238.70,51.28,0.0035,20-Jun-15,
245.00,248.40,250.80,243.60,84.70,-0.0173,19-Jun-15,
244.10,247.40,251.90,242.50,78.14,0.0043,18-Jun-15,
248.40,249.80,258.50,245.10,121.62,-0.0098,17-Jun-15,
247.40,237.00,254.10,235.70,122.47,0.0541,16-Jun-15,
249.80,233.80,238.60,233.30,63.47,0.0139,15-Jun-15,
237.00,232.50,235.50,232.10,32.90,0.0055,14-Jun-15,
233.80,230.50,233.10,229.00,38.01,0.0088,13-Jun-15,
232.50,229.90,231.60,229.30,40.75,0.0025,12-Jun-15,
230.50,228.80,230.60,228.50,38.00,0.0048,11-Jun-15,
229.90,229.60,230.40,227.80,41.64,-0.0034,10-Jun-15,
228.80,228.60,231.40,227.50,54.84,0.0043,9-Jun-15,
229.60,223.50,229.90,223.00,74.15,0.0228,8-Jun-15,
228.60,224.70,226.40,222.20,40.48,-0.0057,7-Jun-15,
223.50,225.30,225.80,223.50,22.47,-0.0024,6-Jun-15,
224.70,224.20,226.40,222.10,56.46,0.0048,5-Jun-15,
225.30,225.60,226.70,223.50,44.06,-0.0061,4-Jun-15,
224.20,225.70,227.90,223.70,54.35,-0.0007,3-Jun-15,
225.60,223.10,227.40,222.30,60.81,0.0117,2-Jun-15,
225.70,229.80,231.80,221.00,87.06,-0.0292,1-Jun-15,
223.10,233.20,234.00,229.10,39.00,-0.0145,31-May-15,
229.80,237.00,237.10,231.60,41.63,-0.0161,30-May-15,
233.20,237.30,237.90,235.10,38.92,-0.0012,29-May-15,
237.00,237.30,238.40,236.20,35.75,0.0000,28-May-15,
237.30,237.80,238.90,235.90,48.03,-0.0023,27-May-15,
237.30,237.40,239.00,235.60,37.08,0.0018,26-May-15,
237.80,241.00,241.80,235.80,26.39,-0.0148,25-May-15,
237.40,238.90,242.40,237.50,30.26,0.0085,24-May-15,
241.00,240.40,241.70,238.10,36.03,-0.0059,23-May-15,
238.90,235.40,242.00,234.60,74.11,0.0212,22-May-15,
240.40,234.00,236.60,233.60,42.94,0.0061,21-May-15,
235.40,232.00,235.20,231.50,49.69,0.0084,20-May-15,
234.00,232.60,234.50,231.30,40.94,-0.0027,19-May-15,
232.00,236.30,237.10,231.50,53.14,-0.0155,18-May-15,
232.60,236.20,237.80,235.40,28.43,0.0003,17-May-15,
236.30,237.20,237.80,234.60,27.05,-0.0041,16-May-15,
236.20,236.90,238.80,235.50,46.03,0.0013,15-May-15,
237.20,236.40,239.20,232.40,71.02,0.0022,14-May-15,
236.90,241.60,243.90,234.10,84.43,-0.0215,13-May-15,
236.40,241.80,243.00,239.20,40.08,-0.0010,12-May-15,
241.60,240.00,243.90,238.90,57.17,0.0077,11-May-15,
241.80,241.40,244.80,238.20,44.00,-0.0060,10-May-15,
240.00,243.70,247.90,238.50,62.79,-0.0096,9-May-15,
241.40,237.70,247.00,235.80,87.50,0.0253,8-May-15,
243.70,230.00,240.30,228.30,91.05,0.0335,7-May-15,
237.70,235.80,237.10,228.20,103.66,-0.0246,6-May-15,
230.00,239.00,239.60,231.80,77.87,-0.0132,5-May-15,
235.80,240.00,243.20,237.40,69.12,-0.0043,4-May-15,
239.00,235.30,243.60,233.80,55.72,0.0198,3-May-15,
240.00,233.20,236.40,231.70,37.08,0.0091,2-May-15,
235.30,235.80,239.40,232.40,60.14,-0.0109,1-May-15,
233.20,225.40,240.00,224.70,112.24,0.0459,30-Apr-15,
235.80,225.80,227.20,222.30,60.89,-0.0017,29-Apr-15,
225.40,229.00,229.90,222.00,65.97,-0.0138,28-Apr-15,
225.80,218.70,242.60,216.60,123.41,0.0469,27-Apr-15,
229.00,226.10,226.70,214.10,100.77,-0.0329,26-Apr-15,
218.70,231.10,232.30,223.10,43.78,-0.0214,25-Apr-15,
226.10,235.40,236.60,229.10,69.78,-0.0183,24-Apr-15,
231.10,233.80,236.10,232.60,42.45,0.0069,23-Apr-15,
235.40,233.70,238.40,231.80,77.56,0.0002,22-Apr-15,
233.80,224.20,235.30,223.30,68.35,0.0423,21-Apr-15,
233.70,223.00,226.70,221.60,44.87,0.0055,20-Apr-15,
224.20,223.40,226.90,222.00,35.50,-0.0015,19-Apr-15,
223.00,222.60,224.50,220.60,36.54,0.0034,18-Apr-15,
223.40,228.00,229.30,220.60,66.92,-0.0236,17-Apr-15,
222.60,223.00,229.50,222.90,84.89,0.0225,16-Apr-15,
228.00,218.00,223.60,217.10,77.23,0.0228,15-Apr-15,
223.00,223.60,224.70,214.30,115.19,-0.0250,14-Apr-15,
218.00,235.90,236.80,220.40,105.15,-0.0520,13-Apr-15,
223.60,236.50,237.50,232.30,33.03,-0.0027,12-Apr-15,
235.90,234.70,240.00,233.10,51.99,0.0075,11-Apr-15,
236.50,243.30,244.10,231.30,100.20,-0.0353,10-Apr-15,
234.70,244.60,246.20,237.60,69.19,-0.0051,9-Apr-15,
243.30,253.00,254.30,242.60,102.65,-0.0332,8-Apr-15,
244.60,255.00,255.60,250.10,44.79,-0.0078,7-Apr-15,
253.00,259.60,261.50,252.30,45.93,-0.0180,6-Apr-15,
255.00,252.90,260.30,250.60,43.83,0.0267,5-Apr-15,
259.60,254.50,255.20,250.30,30.72,-0.0062,4-Apr-15,
252.90,252.60,256.50,251.30,71.74,0.0074,3-Apr-15,
254.50,246.20,254.90,244.30,81.37,0.0258,2-Apr-15,
252.60,244.10,247.70,239.60,67.08,0.0086,1-Apr-15,
246.20,246.80,248.70,241.20,75.33,-0.0107,31-Mar-15,
244.10,242.10,248.80,236.60,85.33,0.0195,30-Mar-15,
246.80,252.00,252.80,238.90,77.54,-0.0394,29-Mar-15,
242.10,247.20,254.30,246.30,55.06,0.0195,28-Mar-15,
252.00,248.00,250.10,244.50,62.56,-0.0033,27-Mar-15,
247.20,246.40,254.70,243.50,89.47,0.0067,26-Mar-15,
248.00,246.70,249.20,234.80,131.44,-0.0014,25-Mar-15,
246.40,265.50,267.00,242.70,151.09,-0.0706,24-Mar-15,
246.70,268.60,271.00,259.40,81.45,-0.0116,23-Mar-15,
265.50,259.70,270.40,259.00,56.63,0.0341,22-Mar-15,
268.60,261.80,263.30,254.00,51.65,-0.0079,21-Mar-15,
259.70,260.90,264.70,257.90,52.83,0.0033,20-Mar-15,
261.80,255.90,264.80,247.00,180.69,0.0196,19-Mar-15,
260.90,285.40,285.60,248.20,206.74,-0.1032,18-Mar-15,
255.90,290.40,292.50,283.30,65.01,-0.0173,17-Mar-15,
285.40,284.90,294.00,284.80,66.34,0.0194,16-Mar-15,
290.40,281.60,286.40,280.40,39.46,0.0116,15-Mar-15,
284.90,287.20,288.40,279.30,75.72,-0.0195,14-Mar-15,
281.60,293.90,294.90,286.10,97.34,-0.0226,13-Mar-15,
287.20,295.60,297.00,290.80,107.32,-0.0059,12-Mar-15,
293.90,291.40,297.70,288.90,79.98,0.0145,11-Mar-15,
295.60,290.00,301.00,288.10,158.18,0.0047,10-Mar-15,
291.40,274.50,293.30,273.80,151.77,0.0566,9-Mar-15,
290.00,274.90,278.80,271.30,50.40,-0.0015,8-Mar-15,
274.50,272.60,278.30,269.40,60.72,0.0086,7-Mar-15,
274.90,275.20,278.00,269.00,98.80,-0.0097,6-Mar-15,
272.60,271.90,280.80,262.80,123.64,0.0122,5-Mar-15,
275.20,280.60,284.50,265.90,139.00,-0.0311,4-Mar-15,
271.90,273.80,287.10,266.10,164.82,0.0252,3-Mar-15,
280.60,257.90,274.80,256.10,81.09,0.0613,2-Mar-15,
273.80,254.10,260.60,244.80,51.33,0.0153,1-Mar-15,
257.90,253.50,255.40,248.70,39.41,0.0023,28-Feb-15,
254.10,236.50,258.70,235.70,167.81,0.0716,27-Feb-15,
253.50,237.30,238.20,233.50,50.87,-0.0034,26-Feb-15,
236.50,238.90,239.60,234.60,38.10,-0.0065,25-Feb-15,
237.30,238.80,240.30,235.50,45.03,0.0003,24-Feb-15,
238.90,235.70,240.10,231.30,62.67,0.0131,23-Feb-15,
238.80,244.40,246.50,232.70,75.70,-0.0355,22-Feb-15,
235.70,244.50,247.30,242.60,42.95,-0.0004,21-Feb-15,
244.40,241.90,247.80,238.80,83.59,0.0107,20-Feb-15,
244.50,235.20,244.10,234.90,66.05,0.0286,19-Feb-15,
241.90,243.20,245.50,231.70,99.66,-0.0329,18-Feb-15,
235.20,235.80,247.20,232.00,116.26,0.0313,17-Feb-15,
243.20,233.30,240.00,228.00,115.47,0.0110,16-Feb-15,
235.80,258.60,264.60,226.60,179.14,-0.0981,15-Feb-15,
233.30,236.20,261.30,235.40,133.80,0.0951,14-Feb-15,
258.60,221.80,241.60,220.60,112.25,0.0648,13-Feb-15,
236.20,218.80,223.00,217.30,50.11,0.0135,12-Feb-15,
221.80,219.70,223.50,217.30,71.73,-0.0038,11-Feb-15,
218.80,220.30,222.20,214.40,86.15,-0.0030,10-Feb-15,
219.70,223.70,225.00,215.70,91.69,-0.0149,9-Feb-15,
220.30,227.70,230.20,219.50,29.05,-0.0176,8-Feb-15,
223.70,223.00,231.00,222.40,39.76,0.0212,7-Feb-15,
227.70,216.50,226.20,215.60,52.52,0.0297,6-Feb-15,
223.00,226.60,229.90,214.40,40.64,-0.0444,5-Feb-15,
216.50,227.40,230.70,220.20,55.24,-0.0036,4-Feb-15,
226.60,238.90,247.50,223.90,63.08,-0.0479,3-Feb-15,
227.40,225.30,242.50,220.50,39.02,0.0602,2-Feb-15,
238.90,218.50,231.40,209.70,41.16,0.0310,1-Feb-15,
225.30,231.80,235.40,216.50,42.15,-0.0575,31-Jan-15,
218.50,234.00,244.80,227.20,48.23,-0.0092,30-Jan-15,
231.80,236.20,241.50,220.40,54.49,-0.0092,29-Jan-15,
234.00,263.30,267.70,228.10,63.77,-0.1029,28-Jan-15,
236.20,269.20,276.90,247.30,50.26,-0.0220,27-Jan-15,
263.30,252.10,310.90,251.50,105.71,0.0678,26-Jan-15,
269.20,248.20,256.40,241.40,50.19,0.0158,25-Jan-15,
252.10,232.20,248.90,229.60,33.24,0.0689,24-Jan-15,
248.20,232.70,237.00,224.80,38.17,-0.0023,23-Jan-15,
232.20,228.20,238.80,225.60,53.71,0.0199,22-Jan-15,
232.70,210.60,229.30,207.10,43.18,0.0837,21-Jan-15,
228.20,215.90,216.60,203.40,37.48,-0.0246,20-Jan-15,
210.60,210.60,219.50,205.50,31.58,0.0249,19-Jan-15,
215.90,199.60,220.70,192.50,40.37,0.0549,18-Jan-15,
210.60,206.90,212.60,191.70,43.13,-0.0351,17-Jan-15,
199.60,209.80,222.60,198.70,62.32,-0.0136,16-Jan-15,
206.90,164.90,231.30,164.60,124.67,0.2720,15-Jan-15,
209.80,221.30,230.90,157.30,170.68,-0.2547,14-Jan-15,
164.90,269.30,269.10,217.10,95.50,-0.1784,13-Jan-15,
221.30,264.80,273.10,263.30,25.39,0.0172,12-Jan-15,
269.30,273.40,278.00,263.80,15.11,-0.0314,11-Jan-15,
264.80,288.00,289.30,272.00,14.73,-0.0508,10-Jan-15,
273.40,282.70,290.60,277.30,20.93,0.0187,9-Jan-15,
288.00,291.30,292.70,279.00,20.18,-0.0297,8-Jan-15,
282.70,282.30,296.10,280.70,30.67,0.0321,7-Jan-15,
291.30,274.80,285.10,271.50,21.94,0.0270,6-Jan-15,
282.30,264.70,278.30,262.90,54.99,0.0382,5-Jan-15,
274.80,287.10,289.90,255.90,88.77,-0.0780,4-Jan-15,
264.70,315.20,315.80,284.90,47.37,-0.0891,3-Jan-15,
287.10,314.90,316.40,313.10,14.73,0.0010,2-Jan-15,
315.20,318.20,321.40,313.50,12.82,-0.0105,1-Jan-15,
314.90,311.30,319.10,308.90,20.50,0.0224,31-Dec-14,
318.20,314.10,316.20,309.30,22.78,-0.0091,30-Dec-14,
311.30,316.50,321.60,308.30,20.36,-0.0076,29-Dec-14,
314.10,315.30,322.80,310.50,20.41,0.0038,28-Dec-14,
316.50,330.00,330.70,312.00,21.63,-0.0444,27-Dec-14,
315.30,319.00,332.90,316.40,23.01,0.0345,26-Dec-14,
330.00,322.40,323.40,316.30,15.39,-0.0106,25-Dec-14,
319.00,335.30,336.30,320.60,21.52,-0.0383,24-Dec-14,
322.40,330.80,339.30,328.00,24.07,0.0133,23-Dec-14,
335.30,322.60,335.30,319.90,35.36,0.0254,22-Dec-14,
330.80,330.40,332.00,320.10,20.67,-0.0234,21-Dec-14,
322.60,317.80,332.60,316.00,29.92,0.0396,20-Dec-14,
330.40,310.30,320.20,306.40,41.71,0.0240,19-Dec-14,
317.80,320.00,325.60,303.40,60.52,-0.0302,18-Dec-14,
310.30,330.20,335.70,314.30,61.34,-0.0309,17-Dec-14,
320.00,345.40,346.50,328.90,38.59,-0.0439,16-Dec-14,
330.20,349.40,351.20,343.60,22.16,-0.0114,15-Dec-14,
345.40,348.20,351.60,344.60,12.34,0.0032,14-Dec-14,
349.40,353.40,353.10,343.80,19.54,-0.0146,13-Dec-14,
348.20,347.70,356.40,346.00,26.85,0.0165,12-Dec-14,
353.40,347.90,367.10,337.80,51.08,-0.0007,11-Dec-14,
347.70,352.20,354.10,345.10,27.13,-0.0121,10-Dec-14,
347.90,365.00,365.40,343.80,43.83,-0.0350,9-Dec-14,
352.20,376.50,377.40,364.60,22.92,-0.0306,8-Dec-14,
365.00,376.30,377.90,372.50,8.81,0.0006,7-Dec-14,
376.50,377.60,380.30,372.00,11.07,-0.0036,6-Dec-14,
376.30,369.80,379.70,366.40,29.99,0.0211,5-Dec-14,
377.60,377.00,380.40,366.20,25.33,-0.0189,4-Dec-14,
369.80,380.60,384.70,373.60,23.51,-0.0097,3-Dec-14,
377.00,378.60,384.90,375.40,25.29,0.0054,2-Dec-14,
380.60,374.90,383.60,373.00,19.67,0.0098,1-Dec-14,
378.60,376.30,381.10,372.60,11.29,-0.0036,30-Nov-14,
374.90,377.60,389.30,372.20,83.45,-0.0035,29-Nov-14,
376.30,368.80,383.30,358.40,43.02,0.0238,28-Nov-14,
377.60,365.40,374.40,364.80,13.85,0.0095,27-Nov-14,
368.80,376.40,378.30,364.00,23.98,-0.0294,26-Nov-14,
365.40,378.90,395.70,370.60,45.32,-0.0064,25-Nov-14,
376.40,365.90,388.70,361.90,24.57,0.0355,24-Nov-14,
378.90,352.00,370.60,352.60,12.41,0.0393,23-Nov-14,
365.90,351.80,364.20,350.50,12.94,0.0007,22-Nov-14,
352.00,357.30,358.70,343.80,23.47,-0.0155,21-Nov-14,
351.80,381.40,383.00,355.10,21.98,-0.0633,20-Nov-14,
357.30,379.20,389.30,374.30,19.87,0.0060,19-Nov-14,
381.40,384.70,394.90,372.00,27.09,-0.0144,18-Nov-14,
379.20,385.60,412.30,378.30,27.60,-0.0024,17-Nov-14,
384.70,374.90,390.40,370.50,14.35,0.0287,16-Nov-14,
385.60,396.50,407.30,368.00,13.33,-0.0546,15-Nov-14,
374.90,428.70,430.20,382.00,35.73,-0.0751,14-Nov-14,
396.50,432.00,480.50,390.90,58.20,-0.0077,13-Nov-14,
428.70,365.40,442.70,365.80,38.53,0.1823,12-Nov-14,
432.00,367.10,371.00,361.90,15.79,-0.0047,11-Nov-14,
365.40,362.00,374.70,356.60,22.81,0.0141,10-Nov-14,
367.10,343.50,362.20,341.80,12.63,0.0539,9-Nov-14,
362.00,341.90,346.30,339.80,8.19,0.0049,8-Nov-14,
343.50,347.70,351.60,340.20,15.02,-0.0167,7-Nov-14,
341.90,338.00,351.10,335.70,15.65,0.0286,6-Nov-14,
347.70,328.00,342.00,326.50,15.84,0.0306,5-Nov-14,
338.00,324.20,328.80,320.10,15.12,0.0115,4-Nov-14,
328.00,322.50,332.90,321.70,13.43,0.0052,3-Nov-14,
324.20,325.40,329.80,319.80,11.90,-0.0088,2-Nov-14,
322.50,337.90,339.00,320.70,13.77,-0.0368,1-Nov-14,
325.40,344.90,348.00,336.10,14.00,-0.0203,31-Oct-14,
337.90,335.10,350.40,333.40,16.12,0.0291,30-Oct-14,
344.90,351.10,352.80,334.70,12.26,-0.0454,29-Oct-14,
335.10,350.10,355.70,348.30,9.43,0.0028,28-Oct-14,
351.10,348.70,356.40,344.90,10.60,0.0041,27-Oct-14,
350.10,346.70,356.80,344.20,11.58,0.0056,26-Oct-14,
348.70,355.10,356.60,341.50,14.04,-0.0236,25-Oct-14,
346.70,355.80,360.90,351.40,20.03,-0.0019,24-Oct-14,
355.10,378.90,381.10,353.50,19.12,-0.0611,23-Oct-14,
355.80,382.40,383.70,377.00,10.53,-0.0089,22-Oct-14,
378.90,380.40,388.20,377.40,9.66,0.0052,21-Oct-14,
382.40,387.30,387.80,378.40,10.56,-0.0178,20-Oct-14,
380.40,390.90,394.50,383.90,5.33,-0.0092,19-Oct-14,
387.30,380.50,395.70,373.60,9.45,0.0273,18-Oct-14,
390.90,379.80,384.80,372.40,16.57,0.0019,17-Oct-14,
380.50,393.20,398.80,371.60,20.79,-0.0341,16-Oct-14,
379.80,397.10,397.90,388.20,22.49,-0.0099,15-Oct-14,
393.20,387.30,407.70,385.70,28.87,0.0253,14-Oct-14,
397.10,373.20,391.20,366.00,23.58,0.0379,13-Oct-14,
387.30,361.20,374.60,352.30,11.23,0.0331,12-Oct-14,
373.20,361.70,370.10,350.50,13.93,-0.0014,11-Oct-14,
361.20,360.90,378.10,353.30,28.41,0.0022,10-Oct-14,
361.70,350.90,384.60,347.60,35.59,0.0286,9-Oct-14,
360.90,331.60,351.60,325.40,21.77,0.0580,8-Oct-14,
350.90,331.50,345.50,321.70,30.17,0.0003,7-Oct-14,
331.60,322.90,347.90,303.00,41.17,0.0269,6-Oct-14,
331.50,335.30,344.30,294.90,29.85,-0.0372,5-Oct-14,
322.90,363.50,369.90,327.10,23.04,-0.0774,4-Oct-14,
335.30,375.10,378.20,362.80,16.81,-0.0312,3-Oct-14,
363.50,382.80,385.60,371.20,14.30,-0.0201,2-Oct-14,
375.10,388.20,395.10,381.10,17.73,-0.0137,1-Oct-14,
382.80,376.80,395.20,374.70,16.92,0.0303,30-Sep-14,
388.20,379.10,389.30,372.60,20.69,-0.0061,29-Sep-14,
376.80,399.00,402.30,374.10,13.94,-0.0500,28-Sep-14,
379.10,404.50,407.10,394.70,9.74,-0.0135,27-Sep-14,
399.00,412.30,416.40,399.70,12.12,-0.0190,26-Sep-14,
404.50,423.80,427.50,409.60,14.63,-0.0271,25-Sep-14,
412.30,436.90,439.20,422.10,21.37,-0.0300,24-Sep-14,
423.80,404.10,445.50,394.80,17.94,0.0811,23-Sep-14,
436.90,401.60,410.80,398.60,13.52,0.0062,22-Sep-14,
404.10,411.50,415.10,394.50,10.42,-0.0241,21-Sep-14,
401.60,397.70,427.70,387.50,14.29,0.0349,20-Sep-14,
411.50,424.30,429.20,386.10,14.97,-0.0627,19-Sep-14,
397.70,461.10,462.30,408.80,8.93,-0.0799,18-Sep-14,
424.30,466.80,469.40,458.30,7.51,-0.0121,17-Sep-14,
461.10,477.70,478.80,464.00,6.52,-0.0229,16-Sep-14,
466.80,477.70,479.30,473.70,5.63,0.0000,15-Sep-14,
477.70,478.20,480.30,472.00,4.21,-0.0009,14-Sep-14,
477.70,477.70,480.60,474.60,5.28,0.0009,13-Sep-14,
478.20,478.50,479.70,471.10,5.15,-0.0016,12-Sep-14,
477.70,479.70,488.90,474.60,6.29,-0.0025,11-Sep-14,
478.50,474.90,491.00,471.60,8.29,0.0101,10-Sep-14,
479.70,475.70,478.60,467.50,7.29,-0.0017,9-Sep-14,
474.90,485.80,487.00,469.50,8.14,-0.0207,8-Sep-14,
475.70,484.50,490.70,478.50,3.56,0.0026,7-Sep-14,
485.80,483.60,491.40,480.80,3.79,0.0017,6-Sep-14,
484.50,491.00,495.00,483.10,6.04,-0.0149,5-Sep-14,
483.60,480.00,498.50,476.30,8.81,0.0228,4-Sep-14,
491.00,478.90,487.30,476.80,6.14,0.0023,3-Sep-14,
480.00,477.20,487.00,470.50,6.75,0.0037,2-Sep-14,
478.90,481.80,487.50,471.80,6.79,-0.0095,1-Sep-14,
477.20,506.00,508.30,478.30,6.10,-0.0478,31-Aug-14,
481.80,512.60,512.90,503.10,2.63,-0.0129,30-Aug-14,
506.00,510.80,515.20,506.70,3.64,0.0035,29-Aug-14,
512.60,515.20,521.60,503.30,4.47,-0.0087,28-Aug-14,
510.80,512.60,527.40,512.70,3.79,0.0052,27-Aug-14,
515.20,502.90,516.00,501.80,3.53,0.0191,26-Aug-14,
512.60,509.70,511.30,499.70,2.74,-0.0133,25-Aug-14,
502.90,497.70,514.80,496.80,2.53,0.0242,24-Aug-14,
509.70,516.10,516.80,494.00,3.13,-0.0357,23-Aug-14,
497.70,517.90,524.40,500.60,6.03,-0.0036,22-Aug-14,
516.10,516.80,537.20,511.40,5.65,0.0022,21-Aug-14,
517.90,485.10,521.80,468.50,5.89,0.0653,20-Aug-14,
516.80,462.20,487.00,455.80,5.12,0.0496,19-Aug-14,
485.10,485.50,493.30,450.00,6.38,-0.0480,18-Aug-14,
462.20,522.00,524.70,478.20,3.14,-0.0699,17-Aug-14,
485.50,496.50,524.30,483.20,3.87,0.0515,16-Aug-14,
522.00,504.80,515.20,483.20,4.77,-0.0165,15-Aug-14,
496.50,542.10,544.90,495.90,10.88,-0.0688,14-Aug-14,
504.80,567.70,573.50,523.20,4.82,-0.0450,13-Aug-14,
542.10,575.90,578.30,562.00,3.33,-0.0143,12-Aug-14,
567.70,592.10,593.60,571.70,2.57,-0.0273,11-Aug-14,
575.90,589.50,596.60,588.10,1.34,0.0043,10-Aug-14,
592.10,595.80,595.60,587.40,1.42,-0.0106,9-Aug-14,
589.50,592.80,608.20,592.10,3.11,0.0051,8-Aug-14,
595.80,589.80,595.10,587.90,2.50,0.0051,7-Aug-14,
592.80,588.80,593.80,587.20,3.01,0.0017,6-Aug-14,
589.80,592.80,594.30,585.40,4.09,-0.0068,5-Aug-14,
588.80,588.90,595.10,586.50,3.42,0.0065,4-Aug-14,
592.80,591.70,592.10,580.60,1.26,-0.0047,3-Aug-14,
588.90,598.80,598.90,587.40,2.12,-0.0118,2-Aug-14,
591.70,589.50,604.00,586.40,8.93,0.0157,1-Aug-14,
598.80,564.60,593.70,564.00,3.52,0.0441,31-Jul-14,
589.50,585.80,586.10,564.20,4.10,-0.0361,30-Jul-14,
564.60,587.90,591.30,579.50,6.72,-0.0037,29-Jul-14,
585.80,595.00,597.50,578.10,2.33,-0.0119,28-Jul-14,
587.90,596.00,601.50,593.70,3.53,-0.0016,27-Jul-14,
595.00,600.50,603.00,593.30,3.48,-0.0075,26-Jul-14,
596.00,601.90,609.10,597.40,5.92,-0.0023,25-Jul-14,
600.50,621.70,622.00,599.40,4.74,-0.0319,24-Jul-14,
601.90,622.50,625.00,621.00,2.17,-0.0013,23-Jul-14,
621.70,625.10,628.80,620.00,3.28,-0.0042,22-Jul-14,
622.50,621.00,625.90,615.00,2.53,0.0067,21-Jul-14,
625.10,627.00,627.90,620.00,2.30,-0.0097,20-Jul-14,
621.00,627.50,634.10,625.10,3.96,-0.0007,19-Jul-14,
627.00,626.60,630.20,617.90,3.35,0.0014,18-Jul-14,
627.50,614.80,632.50,610.00,2.92,0.0192,17-Jul-14,
626.60,619.60,622.40,614.20,3.00,-0.0077,16-Jul-14,
614.80,618.30,624.40,617.30,3.69,0.0021,15-Jul-14,
619.60,628.00,629.00,616.10,2.55,-0.0155,14-Jul-14,
618.30,635.90,638.60,627.50,1.70,-0.0124,13-Jul-14,
628.00,632.90,638.60,625.90,3.43,0.0047,12-Jul-14,
635.90,618.40,633.60,616.10,3.12,0.0235,11-Jul-14,
632.90,623.00,625.00,611.70,3.61,-0.0074,10-Jul-14,
618.40,615.30,623.80,610.50,3.07,0.0125,9-Jul-14,
623.00,613.60,619.70,609.30,3.21,0.0028,8-Jul-14,
615.30,626.70,627.90,607.30,2.53,-0.0208,7-Jul-14,
613.60,623.00,629.40,622.70,2.70,0.0059,6-Jul-14,
626.70,624.00,627.80,619.70,3.25,-0.0016,5-Jul-14,
623.00,638.00,642.20,623.00,3.60,-0.0221,4-Jul-14,
624.00,645.70,646.40,633.60,4.01,-0.0119,3-Jul-14,
638.00,643.20,652.10,604.60,4.78,0.0039,2-Jul-14,
645.70,635.10,652.50,634.10,4.11,0.0127,1-Jul-14,
643.20,601.10,637.30,596.50,3.83,0.0567,30-Jun-14,
635.10,597.60,604.30,593.20,2.89,0.0059,29-Jun-14,
601.10,602.20,608.80,594.00,2.94,-0.0078,28-Jun-14,
597.60,582.70,603.90,580.10,3.39,0.0335,27-Jun-14,
602.20,568.50,582.70,565.80,4.15,0.0251,26-Jun-14,
582.70,588.80,589.60,566.90,3.09,-0.0345,25-Jun-14,
568.50,591.20,595.70,585.40,3.08,-0.0041,24-Jun-14,
588.80,603.60,604.70,582.90,2.65,-0.0206,23-Jun-14,
591.20,597.00,610.10,592.00,2.04,0.0110,22-Jun-14,
603.60,590.80,599.20,584.80,2.28,0.0106,21-Jun-14,
597.00,600.20,602.00,587.10,2.15,-0.0157,20-Jun-14,
590.80,606.20,612.60,598.70,5.60,-0.0100,19-Jun-14,
600.20,605.10,614.40,603.60,3.31,0.0019,18-Jun-14,
606.20,599.10,608.40,594.90,3.00,0.0100,17-Jun-14,
605.10,582.30,606.10,580.50,3.99,0.0288,16-Jun-14,
599.10,583.40,587.80,560.80,3.94,-0.0019,15-Jun-14,
582.30,610.30,613.80,563.70,5.00,-0.0441,14-Jun-14,
583.40,597.10,619.10,594.90,7.55,0.0221,13-Jun-14,
610.30,643.00,643.80,591.10,4.59,-0.0713,12-Jun-14,
597.10,655.60,663.00,642.30,3.80,-0.0193,11-Jun-14,
643.00,644.30,661.40,641.70,3.56,0.0175,10-Jun-14,
655.60,651.00,652.10,639.10,3.26,-0.0103,9-Jun-14,
644.30,651.70,658.90,648.70,3.31,-0.0010,8-Jun-14,
651.00,650.40,659.80,641.00,1.97,0.0019,7-Jun-14,
651.70,660.20,663.80,647.10,6.04,-0.0148,6-Jun-14,
650.40,638.90,665.40,635.60,2.76,0.0333,5-Jun-14,
660.20,669.40,669.80,602.10,5.60,-0.0456,4-Jun-14,
638.90,655.50,676.50,631.40,4.36,0.0213,3-Jun-14,
669.40,649.80,662.60,625.50,4.13,0.0088,2-Jun-14,
655.50,627.90,675.00,622.00,3.55,0.0348,1-Jun-14,
649.80,612.30,629.00,604.70,4.41,0.0254,31-May-14,
627.90,564.40,613.30,564.00,6.21,0.0849,30-May-14,
